SNP	gene	beta	t-stat	p-value	FDR
row42	row20	0.617469195004624	1.5427383294485	0.161468185401665	0.978181166339792
row93	row56	-0.819948693176629	-1.54261509152169	0.1614977105627	0.978181166339792
row42	row10	-0.461460997308129	-1.54170306503855	0.16171636386046	0.978476272243983
row35	row65	0.691420508839836	1.5415956740784	0.16174212780193	0.978476272243983
row21	row38	0.468891238412633	1.54006404695989	0.162109980125824	0.97932860435585
row72	row55	-0.767890998981118	-1.53975452076896	0.162184410833322	0.97932860435585
row67	row18	-0.721538937845328	-1.53974549235448	0.162186582327471	0.97932860435585
row39	row13	-0.607563123287031	-1.53904741717192	0.162354561154316	0.97932860435585
row32	row70	0.654787693600547	1.53897214816044	0.1623726826022	0.97932860435585
row13	row34	0.648312073836323	1.53810034126693	0.162582707946321	0.979696797206609
row4	row82	0.517789536659251	1.53746712640911	0.162735407913041	0.979696797206609
row57	row2	0.812635846902474	1.53678301621873	0.162900526448816	0.979696797206609
row64	row41	0.539363354645568	1.53669438372864	0.16292193004274	0.979696797206609
row48	row27	-0.580770959170215	-1.53668756254243	0.162923577375459	0.979696797206609
row58	row52	0.508106414179173	1.53452983999593	0.163445425813565	0.980109986680055
row62	row60	-0.69182419441271	-1.53438765871755	0.163479865351407	0.980109986680055
row55	row58	-0.328063360257841	-1.53398058514808	0.163578503945433	0.980109986680055
row51	row14	0.407357714956717	1.53348763213257	0.163698023815359	0.980109986680055
row73	row86	-0.469106629483548	-1.53327387970456	0.163749873992283	0.980109986680055
row8	row82	-0.466747306714216	-1.53246235848264	0.163946860225261	0.980109986680055
row67	row75	0.5293357744323	1.53232208327772	0.163980931812449	0.980109986680055
row55	row100	0.782003204999875	1.53183508474321	0.164099268834661	0.980109986680055
row95	row77	-0.510792709313196	-1.53180107954571	0.164107534713473	0.980109986680055
row79	row74	-0.64248781213082	-1.53137008098209	0.164212332980003	0.980109986680055
row91	row66	-0.786846143068325	-1.53087305731482	0.164333260130319	0.980109986680055
row52	row1	0.552933553799161	1.53074875111225	0.164363516670529	0.980109986680055
row82	row59	0.881376078565981	1.53035039965905	0.164460510485402	0.980109986680055
row68	row63	-0.658886276244688	-1.52914316013585	0.164754773309821	0.980109986680055
row35	row98	-0.589576459072408	-1.52903823589427	0.164780370783072	0.980109986680055
row30	row75	-0.436782934358092	-1.52875968385076	0.16484834409854	0.980109986680055
row3	row87	-0.477733021956119	-1.52789362495651	0.165059844088778	0.980109986680055
row10	row25	0.750332119381007	1.52778089652743	0.16508739139835	0.980109986680055
row61	row16	0.946200683303382	1.52747355694361	0.165162516591435	0.980109986680055
row59	row26	-0.632398701685128	-1.52719147608729	0.165231494654514	0.980109986680055
row94	row82	0.515099698501328	1.52714400179171	0.165243106228877	0.980109986680055
row53	row5	0.585893248988027	1.52678881831213	0.165330002601304	0.980109986680055
row15	row73	-0.62834906861573	-1.52668423393814	0.165355597209263	0.980109986680055
row30	row30	-0.687627059861887	-1.52651441128919	0.165397164961719	0.980109986680055
row87	row38	-0.412759788388735	-1.52632897280037	0.165442565751593	0.980109986680055
row23	row96	-1.23134926800001	-1.52577794125698	0.165577540542181	0.980328836839437
row86	row83	-0.406364681293932	-1.52512471385361	0.165737676287974	0.980696309396294
row57	row68	1.10422330432934	1.52431605401497	0.165936108300722	0.981289818454891
row14	row87	-0.508800015496157	-1.52390718497718	0.166036519331221	0.981303305740077
row40	row58	-0.426371908290451	-1.52281597172584	0.166304769272361	0.98230814691294
row80	row53	0.279278586363701	1.52107364123729	0.16673388828105	0.983822844115637
row27	row6	0.50443120595884	1.52097597434065	0.1667579720776	0.983822844115637
row37	row94	0.550247132770627	1.52011566115448	0.166970252647279	0.984494414193861
row9	row70	-0.640333491749089	-1.51926032771742	0.167181544834179	0.985159368498402
row91	row74	1.06047105258114	1.51858676911667	0.167348102165021	0.985383825848061
row86	row86	-0.398284404578076	-1.51796341689692	0.167502377089918	0.985383825848061
row26	row33	-0.564839587055612	-1.51772007661696	0.167562636567112	0.985383825848061
row96	row17	-0.347841699903869	-1.5164826542363	0.167869366100131	0.985383825848061
row6	row77	0.735066228331552	1.51647613518323	0.167870983361032	0.985383825848061
row24	row70	0.524210873322839	1.51643699151502	0.167880694501393	0.985383825848061
row17	row87	0.34879811676387	1.51616009452504	0.16794940417446	0.985383825848061
row63	row21	0.864506232688753	1.51566262960347	0.168072909277405	0.985383825848061
row83	row18	0.523470360988044	1.51542635628775	0.168131597125192	0.985383825848061
row52	row72	0.582902474377657	1.51513086856761	0.168205019072264	0.985383825848061
row77	row40	0.621400257366413	1.51325460601087	0.168671898420225	0.986940027186373
row46	row96	-0.74330609525339	-1.51287441251499	0.168766645157976	0.986940027186373
row27	row58	-0.268177213576547	-1.5120317116013	0.168976821807134	0.986940027186373
row74	row33	-0.859932475484148	-1.51121770000366	0.169180065710617	0.986940027186373
row8	row38	-0.395655369940565	-1.51101795623015	0.169229971545898	0.986940027186373
row79	row80	0.302493808958947	1.51076142148448	0.169294085904708	0.986940027186373
row62	row81	-0.616149977706995	-1.51062933234269	0.169327106721934	0.986940027186373
row12	row69	-0.806325263410022	-1.51050214071874	0.169358908665182	0.986940027186373
row19	row69	-0.806325263410022	-1.51050214071874	0.169358908665182	0.986940027186373
row32	row62	-0.706056844882287	-1.5097712268171	0.169541764044671	0.987144231032334
row82	row26	-0.668744564072256	-1.50930787589908	0.169657773756549	0.987144231032334
row56	row31	-0.539773012537127	-1.50917883984265	0.169690093314458	0.987144231032334
row58	row80	0.321160455598971	1.50739538415994	0.170137358895208	0.987915015184693
row15	row47	-0.814767252084433	-1.50710676419405	0.170209839829454	0.987915015184693
row34	row91	-0.864952896627791	-1.50698519849296	0.170240376810116	0.987915015184693
row49	row6	-0.846219915492191	-1.50624988183224	0.170425190928233	0.987915015184693
row72	row90	0.824956046603607	1.50606336127955	0.170472099444045	0.987915015184693
row78	row73	0.531888124907415	1.50565782439059	0.170574128783144	0.987915015184693
row90	row11	-1.33454127971645	-1.50366993337023	0.171075054382692	0.987915015184693
row52	row17	-0.324821975021622	-1.50318577479719	0.17119725580691	0.987915015184693
row3	row54	-0.612680614967725	-1.50315909080673	0.171203993103913	0.987915015184693
row63	row57	0.825426223635311	1.50280555878156	0.171293276879324	0.987915015184693
row38	row41	0.55910446212229	1.501719120136	0.171567915271369	0.987915015184693
row37	row86	-0.422170783226094	-1.501432410684	0.171640457522491	0.987915015184693
row13	row64	-0.981614393971193	-1.50110568538004	0.171723157867978	0.987915015184693
row2	row60	1.17775828856133	1.50063849983989	0.171841473219009	0.987915015184693
row59	row37	0.713526532522606	1.49996550871782	0.172012037153379	0.987915015184693
row70	row38	-0.48180684226341	-1.49994224842608	0.172017934982073	0.987915015184693
row43	row91	-0.662015209782319	-1.49983353484556	0.172045502555477	0.987915015184693
row78	row74	0.701664855373829	1.49963676083078	0.172095410519138	0.987915015184693
row80	row14	0.319677878811069	1.49947965247347	0.17213526733384	0.987915015184693
row46	row86	-0.366165570518568	-1.49943122507719	0.172147554541302	0.987915015184693
row1	row68	-0.644938774423231	-1.4993759744817	0.172161573917185	0.987915015184693
row77	row57	0.668907316823057	1.4993282632641	0.172173681059767	0.987915015184693
row61	row92	-0.662747528132656	-1.4990261783259	0.172250355434818	0.987915015184693
row64	row10	0.515982491831444	1.49887964744089	0.172287558489672	0.987915015184693
row49	row1	0.985889882227967	1.49861963461911	0.172353591396606	0.987915015184693
row43	row80	-0.319651133324277	-1.49831727996214	0.172430405871729	0.987915015184693
row72	row68	-0.832051703224072	-1.498082941211	0.172489961651247	0.987915015184693
row39	row24	-0.443960651308591	-1.49674873622995	0.172829391970092	0.987934321109861
row8	row42	0.567578246026744	1.49667333211289	0.172848593056262	0.987934321109861
row83	row71	0.668488007633515	1.49664014442179	0.172857044653555	0.987934321109861
row40	row78	0.794506650170047	1.49611605545098	0.172990558391544	0.987934321109861
row97	row48	0.636859160068678	1.49538912929667	0.173175898108888	0.987934321109861
row63	row80	0.462842745548071	1.49519081511627	0.173226491773027	0.987934321109861
row33	row64	-1.08163474931398	-1.49476633231242	0.1733348296355	0.987934321109861
row86	row75	0.444269210174658	1.49474431398666	0.17334045087259	0.987934321109861
row77	row84	-0.553408582915126	-1.49426736550629	0.173462254858737	0.987934321109861
row42	row54	-0.48809839337646	-1.49419294737152	0.173481266786892	0.987934321109861
row8	row66	0.498113706210662	1.49302644644128	0.173779521005488	0.988864286729884
row88	row8	-0.683348321950155	-1.49271094135035	0.173860268791834	0.988864286729884
row5	row40	0.526371642591792	1.49226951910251	0.173973298956218	0.988864286729884
row39	row85	-0.480215696071373	-1.49177067466453	0.174101111479744	0.988864286729884
row64	row28	0.476042861870105	1.49162285737574	0.174139000893133	0.988864286729884
row64	row59	-0.740186131843807	-1.49068823712789	0.174378738646941	0.988997136312906
row91	row6	-0.769256254629571	-1.49055622380452	0.174412624857342	0.988997136312906
row9	row64	1.01120816493058	1.49037522399389	0.174459094845597	0.988997136312906
row14	row54	-0.64918740126138	-1.48946843599054	0.174692070309089	0.989365575806312
row39	row39	0.570916797703334	1.48935217458812	0.174721960687395	0.989365575806312
row40	row47	1.05396408360363	1.48727325727189	0.175257212754555	0.991180937022613
row60	row35	-0.902352002136795	-1.48678226485619	0.175383840072664	0.991180937022613
row82	row70	0.67190093834165	1.48668061063574	0.17541006695651	0.991180937022613
row77	row79	0.515915225500984	1.48638303979536	0.175486860596705	0.991180937022613
row36	row83	0.650350790657605	1.48618438442425	0.175538143946705	0.991180937022613
row14	row6	0.639349388356878	1.48551862936978	0.175710107527075	0.991592028933833
row97	row77	0.556250250674326	1.48478596028501	0.17589952831416	0.99204465323506
row80	row42	0.52567547762397	1.48370148680224	0.176180236723141	0.99204465323506
row62	row8	-0.729222521594395	-1.48338852138028	0.176261319769275	0.99204465323506
row68	row37	-0.646884194268857	-1.48294712608154	0.17637573288041	0.99204465323506
row6	row100	0.906355444062867	1.48237229345836	0.176524833094668	0.99204465323506
row22	row6	-0.711030661632533	-1.48202377148901	0.176615287420463	0.99204465323506
row59	row40	0.633051633312729	1.48118482490165	0.176833194228384	0.99204465323506
row17	row18	-0.514071400997181	-1.48067267492716	0.17696633691297	0.99204465323506
row60	row66	0.711729934769642	1.48040034662317	0.177037169916442	0.99204465323506
row65	row78	1.28654671935688	1.48011971044199	0.177110190199673	0.99204465323506
row64	row69	0.33995062516831	1.47916212590751	0.177359551146094	0.99204465323506
row89	row49	1.13772212665534	1.47885360339151	0.177439958807975	0.99204465323506
row30	row47	-0.663581138988542	-1.47873271970684	0.17747147255803	0.99204465323506
row31	row95	0.714566638717047	1.47860632180795	0.177504429158315	0.99204465323506
row15	row50	-0.584583219764128	-1.47829829410594	0.177584766149944	0.99204465323506
row33	row100	0.810985090332976	1.47658695814219	0.178031690319383	0.99204465323506
row9	row98	-0.744236359848268	-1.47641629131538	0.178076315621696	0.99204465323506
row2	row57	0.980091362422976	1.47610340116001	0.178158154754154	0.99204465323506
row60	row25	-0.73042552168405	-1.47601728597399	0.178180684793198	0.99204465323506
row50	row17	0.580262664858993	1.47543634331861	0.178332741124396	0.99204465323506
row14	row79	0.567052679999391	1.47539113697899	0.178344578297479	0.99204465323506
row61	row39	0.607606704707622	1.47500080683352	0.178446814367774	0.99204465323506
row18	row40	0.750124777661129	1.47469273836551	0.178527541058859	0.99204465323506
row49	row40	-0.881469688883963	-1.47462588829991	0.178545062827358	0.99204465323506
row68	row49	0.972997586346013	1.47462308976884	0.178545796371007	0.99204465323506
row10	row30	-0.962447065553859	-1.4740559417261	0.178694511002424	0.99204465323506
row7	row77	-0.552938455443223	-1.47353738427526	0.178830580754903	0.99204465323506
row68	row93	-0.452373051333879	-1.47251404882895	0.17909937457533	0.99204465323506
row97	row84	0.518348376626184	1.47226653147107	0.179164442446513	0.99204465323506
row100	row62	0.489475943725046	1.47207641151109	0.179214435826247	0.99204465323506
row27	row5	-0.514465805568648	-1.47159352995073	0.179341468617294	0.99204465323506
row3	row69	-0.370131918964977	-1.47153306879925	0.179357379905874	0.99204465323506
row56	row39	-0.670895551341737	-1.47092550577959	0.179517339117937	0.99204465323506
row29	row49	-1.51975207518473	-1.47064894622622	0.179590193663802	0.99204465323506
row4	row90	-0.69398801730921	-1.47048256061497	0.179634037548361	0.99204465323506
row53	row67	-0.663243467530757	-1.47004797302965	0.17974859953154	0.99204465323506
row11	row46	-0.864846035744056	-1.46964949920918	0.179853698521541	0.99204465323506
row29	row40	-0.900346778192825	-1.46863119397415	0.180122528217018	0.99204465323506
row89	row85	-0.656674185880198	-1.46850240764222	0.180156552830078	0.99204465323506
row61	row75	0.423214014415002	1.46820826424098	0.180234285223165	0.99204465323506
row24	row43	0.799123127094972	1.4681342357192	0.180253853204651	0.99204465323506
row33	row92	-0.841659252070292	-1.46794592385389	0.180303638232637	0.99204465323506
row91	row13	-0.971499444405229	-1.46543547938802	0.180968504153637	0.99204465323506
row75	row90	0.765943259306028	1.46523391718956	0.181021980040122	0.99204465323506
row8	row59	-0.65968646748299	-1.46459153176597	0.181192502956123	0.99204465323506
row13	row4	0.629432461067053	1.46457169693128	0.181197770431301	0.99204465323506
row26	row65	-0.737270295945103	-1.46420132104405	0.18129615493708	0.99204465323506
row95	row35	-0.614515727436536	-1.46355053563036	0.181469140506346	0.99204465323506
row76	row96	-0.652374019059067	-1.46223416332758	0.181819493289814	0.99204465323506
row98	row11	-0.997146313119681	-1.4621813987619	0.181833549075941	0.99204465323506
row80	row80	-0.294839700496356	-1.46214918507642	0.181842130851249	0.99204465323506
row24	row79	0.432527105293443	1.46209576460728	0.181856362937283	0.99204465323506
row31	row23	0.502439475674691	1.46184153188039	0.181924108215838	0.99204465323506
row50	row14	-0.56794156058111	-1.46159372290373	0.18199016327749	0.99204465323506
row53	row76	-0.853577885429395	-1.46122994568811	0.182087168900439	0.99204465323506
row26	row39	-0.624295176453798	-1.46120828020089	0.182092947711278	0.99204465323506
row28	row43	-0.796104971291462	-1.46110610065492	0.182120204135614	0.99204465323506
row48	row40	-0.572703282221787	-1.46051827382861	0.182277077323187	0.99204465323506
row32	row69	-0.372514123590665	-1.46050259159895	0.182281264074156	0.99204465323506
row8	row53	0.290087709534943	1.4603094094312	0.182332845719153	0.99204465323506
row20	row3	-0.666070543066928	-1.46000922111703	0.182413024767498	0.99204465323506
row1	row4	0.537655046126314	1.45989478722238	0.182443597803196	0.99204465323506
row28	row11	0.76498496664014	1.45965732856008	0.182507053555713	0.99204465323506
row98	row73	0.647288510069009	1.45925686709533	0.182614112595201	0.99204465323506
row71	row20	0.590902183851366	1.45820993132649	0.182894262285027	0.99204465323506
row7	row71	-0.81552545739886	-1.45783166766548	0.182995575436097	0.99204465323506
row72	row23	-0.584887052821905	-1.4577613409221	0.183014417042844	0.99204465323506
row89	row100	0.802765843235927	1.4576216295315	0.183051852948391	0.99204465323506
row76	row26	-0.436449130289481	-1.45734923159359	0.183124861930481	0.99204465323506
row75	row45	-0.562788987444667	-1.45704417699394	0.183206654247186	0.99204465323506
row14	row46	-0.916574813493977	-1.45678765066202	0.183275460016133	0.99204465323506
row42	row13	0.604201174063031	1.45631237952372	0.183402998183367	0.99204465323506
row9	row57	0.677217154522357	1.45613819877608	0.183449758938473	0.99204465323506
row66	row25	0.502390136372607	1.45606846051709	0.183468483905207	0.99204465323506
row63	row13	0.89717824844633	1.45549048685032	0.183623736951435	0.99204465323506
row52	row70	-0.477265123501796	-1.45538693152207	0.183651565856671	0.99204465323506
row74	row13	-0.986120606100418	-1.45531213128808	0.183671669592368	0.99204465323506
row76	row71	-0.637227676941275	-1.45487919426499	0.183788066451099	0.99204465323506
row55	row23	-0.547031798812992	-1.45428893553665	0.183946864996812	0.99204465323506
row88	row20	0.567865042645275	1.45423993551234	0.183960053029751	0.99204465323506
row35	row89	-0.517744896698235	-1.45421033229961	0.183968020944149	0.99204465323506
row42	row86	-0.360130445575833	-1.45364435337157	0.184120416891551	0.99204465323506
row46	row78	-0.47189345954649	-1.45335282900727	0.184198956530089	0.99204465323506
row31	row84	0.513055152146995	1.45323733860814	0.184230079013652	0.99204465323506
row52	row4	-0.499480028444511	-1.45295084728985	0.184307303091807	0.99204465323506
row36	row61	0.632550955510487	1.45228116530833	0.184487928318364	0.99204465323506
row21	row22	-0.558886801955119	-1.452054037839	0.184549224192568	0.99204465323506
row89	row69	-0.390862417613165	-1.45202878371242	0.184556040745112	0.99204465323506
row87	row83	-0.390922433592518	-1.45152002337159	0.184693411914675	0.99204465323506
row97	row43	-0.883424526516697	-1.45106372980372	0.184816693314904	0.99204465323506
row48	row7	-0.50694227140618	-1.45105919498301	0.184817918897692	0.99204465323506
row22	row20	-0.873337362076047	-1.44879869269934	0.18542973804185	0.994175301459213
row52	row40	-0.479508163914337	-1.4486298264325	0.18547551449772	0.994175301459213
row40	row33	-0.831749101991884	-1.44842048890455	0.185532275804129	0.994175301459213
row35	row100	0.576762059606825	1.44781867976671	0.185695540186621	0.994175301459213
row73	row99	0.460482087061441	1.44775823095539	0.185711946312581	0.994175301459213
row85	row32	0.62395865403927	1.44722137144789	0.185857708983506	0.994423269039626
row39	row46	-0.6584801656682	-1.44685383778536	0.185957556252923	0.994425434507612
row50	row94	-0.808404047219028	-1.44646532004673	0.186063155720135	0.99445834163621
row55	row50	-0.574485427648085	-1.44601442097653	0.186185776856492	0.994496411708571
row88	row30	0.614012762615095	1.44438828452872	0.186628594215801	0.994496411708571
row98	row72	0.776929485092398	1.44362265146578	0.186837407308237	0.994496411708571
row22	row27	0.718705822902629	1.44314985344869	0.186966457656898	0.994496411708571
row33	row17	0.435499054994633	1.44312156419402	0.18697418170927	0.994496411708571
row32	row43	0.97346224768812	1.44299887763214	0.187007683107384	0.994496411708571
row68	row14	0.367949037214839	1.44246695499674	0.187152993777279	0.994496411708571
row53	row72	-0.665158155039832	-1.44148842677829	0.187420568310498	0.994496411708571
row50	row32	0.814274409383161	1.44124024370217	0.187488486562974	0.994496411708571
row40	row86	0.583968027694842	1.4407983011349	0.187609483135655	0.994496411708571
row94	row50	-0.523852572563609	-1.44030260140831	0.187745279438137	0.994496411708571
row37	row92	0.710598640333718	1.44015739088255	0.187785076080877	0.994496411708571
row7	row46	-0.77850594069933	-1.44012027442217	0.187795249474093	0.994496411708571
row21	row65	-0.820496667869943	-1.43921075558701	0.188044694839854	0.994496411708571
row4	row61	0.41100917558262	1.4386159120656	0.188207995001872	0.994496411708571
row93	row62	0.671360099195649	1.43847602999764	0.188246414445223	0.994496411708571
row5	row56	-0.641529849703343	-1.4379550985994	0.188389552150614	0.994496411708571
row80	row5	-0.47082051218486	-1.4370785231125	0.188630627566206	0.994496411708571
row71	row10	0.436677553057674	1.43676408078146	0.18871717156303	0.994496411708571
row71	row90	0.595420672720152	1.4344090031444	0.189366472323256	0.994496411708571
row97	row40	0.564543877407479	1.43431025298085	0.189393740901832	0.994496411708571
row85	row48	-0.718925225624394	-1.43420663983972	0.189422356044679	0.994496411708571
row7	row52	-0.537629359850478	-1.43415546345599	0.189436490979587	0.994496411708571
row39	row1	-0.524880774101886	-1.4324882733772	0.189897477489787	0.994496411708571
row5	row5	0.503375265994289	1.43162923496655	0.190135391090438	0.994496411708571
row59	row27	0.600239132744567	1.43052208980852	0.19044240542047	0.994496411708571
row43	row38	-0.37577121820506	-1.4301592605249	0.190543113771809	0.994496411708571
row79	row27	0.462452518813003	1.42959371096638	0.190700183369386	0.994496411708571
row7	row86	-0.406161458704865	-1.4295870599597	0.190702031224945	0.994496411708571
row25	row98	-0.620754982428605	-1.42953410187154	0.19071674518309	0.994496411708571
row38	row69	0.34915273677137	1.4293291268142	0.190773705183327	0.994496411708571
row85	row97	-0.658066420107049	-1.42918701395834	0.19081320534496	0.994496411708571
row29	row71	1.25647052492338	1.42905994119384	0.190848531213739	0.994496411708571
row85	row7	-0.584061850718225	-1.42832687460128	0.191052433929822	0.994496411708571
row34	row68	0.801260915274283	1.42816657264911	0.191097047479391	0.994496411708571
row89	row52	0.625061908394327	1.42791974928326	0.191165758661611	0.994496411708571
row54	row65	0.69237984787715	1.42762132785865	0.191248862812456	0.994496411708571
row2	row13	-1.06375092485419	-1.42738346063234	0.191315126619579	0.994496411708571
row77	row63	0.658379443458048	1.42651204096373	0.191558054531572	0.994496411708571
row96	row21	0.568283062660111	1.42645701917379	0.191573402191269	0.994496411708571
row44	row81	-0.483408137763799	-1.42588541432441	0.191732908340792	0.994496411708571
row29	row95	1.08656117426572	1.42550352705982	0.191839538861552	0.994496411708571
row92	row53	0.314821723295357	1.42497289463559	0.191987788466133	0.994496411708571
row51	row42	0.637247067324367	1.42400625991908	0.192258108255624	0.994496411708571
row32	row47	0.788504699882574	1.42330534833759	0.192454327445838	0.994496411708571
row15	row22	0.569803432469564	1.42317579172994	0.192490615879577	0.994496411708571
row57	row3	0.76698178709426	1.42311180590819	0.192508540340467	0.994496411708571
row10	row42	0.784372883211632	1.42272222789516	0.192617705138582	0.994496411708571
row82	row19	-0.723993806406389	-1.42154586670676	0.192947666592595	0.994496411708571
row64	row98	0.660634757025941	1.42148808076807	0.1929638879376	0.994496411708571
row16	row11	0.748961315488145	1.42125884500301	0.193028249508701	0.994496411708571
row76	row89	-0.471998501994388	-1.42066691570276	0.1931945301641	0.994496411708571
row80	row90	-0.568825181583375	-1.41993573136119	0.193400102871095	0.994496411708571
row62	row41	-0.458008316870266	-1.4196507030708	0.19348029063234	0.994496411708571
row11	row52	0.582845079392298	1.41917263404787	0.19361485253392	0.994496411708571
row17	row28	0.367360076005919	1.41857150803825	0.19378416772595	0.994496411708571
row49	row86	0.61654385224548	1.4183952062525	0.193833850105331	0.994496411708571
row56	row9	-0.45808665222077	-1.41830632893828	0.193858900237338	0.994496411708571
row31	row1	0.617651080393144	1.41749714974161	0.194087098554426	0.994496411708571
row78	row27	-0.50964886943525	-1.4167539509224	0.194296897059068	0.994496411708571
row78	row11	-0.779403462567605	-1.41607492267259	0.194488754533823	0.994496411708571
row85	row98	0.768118782480394	1.41543919324293	0.194668528525728	0.994496411708571
row2	row44	-1.05646961603178	-1.4149076060613	0.19481896454789	0.994496411708571
row100	row61	-0.317312889314496	-1.41424027432501	0.195007959662187	0.994496411708571
row5	row60	0.648650161493409	1.41369901784119	0.195161366934904	0.994496411708571
row34	row30	-0.835489648975371	-1.41337667683012	0.195252777634903	0.994496411708571
row73	row81	0.707054670320219	1.41294014187846	0.195376631669326	0.994496411708571
row62	row85	-0.493116415408802	-1.41222724717196	0.195579042633858	0.994496411708571
row4	row84	-0.501475511508053	-1.41214330738379	0.195602887591992	0.994496411708571
row60	row50	0.669956396605256	1.41123037713425	0.19586239010067	0.994496411708571
row66	row5	-0.497345890660565	-1.41018637907403	0.196159518271266	0.994496411708571
row76	row38	-0.324462958308694	-1.41018551245142	0.196159765081096	0.994496411708571
row34	row99	0.481228058883919	1.41016677126903	0.196165102543563	0.994496411708571
row13	row99	-0.435164539970497	-1.40967084852181	0.19630638683354	0.994496411708571
row69	row94	-0.566766499760472	-1.40957071219895	0.196334925646728	0.994496411708571
row98	row43	1.00710391215398	1.40953843885884	0.196344124309709	0.994496411708571
row34	row41	-0.587908780411072	-1.40952063564981	0.1963491988055	0.994496411708571
row28	row42	-0.536722486786418	-1.4092384506158	0.196429646078654	0.994496411708571
row73	row93	0.477587709931939	1.40922185356552	0.196434378579119	0.994496411708571
row18	row24	0.652809538095482	1.4089153455853	0.196521794523156	0.994496411708571
row52	row84	-0.421774985983996	-1.40872716662599	0.196575479941762	0.994496411708571
row68	row1	0.614252526752347	1.40775871282356	0.196851972284733	0.994496411708571
row29	row9	0.712291262477813	1.40663199227274	0.197174077600703	0.994496411708571
row86	row45	0.462458352320506	1.40648755357377	0.197215402846946	0.994496411708571
row70	row54	0.588518227580148	1.40647273792516	0.197219642169111	0.994496411708571
row23	row58	0.400449268093017	1.40640098381415	0.197240174884553	0.994496411708571
row62	row42	-0.540250361337637	-1.40622936684566	0.197289291322832	0.994496411708571
row5	row63	-0.557374506069797	-1.4061992510606	0.19729791150403	0.994496411708571
row1	row6	-0.474066214622775	-1.40587991061821	0.197389338064527	0.994496411708571
row68	row73	0.538347924239939	1.40504059896055	0.197629808009053	0.994496411708571
row84	row85	-0.54333576713006	-1.40470432707467	0.197726224596195	0.994496411708571
row42	row77	-0.465758985024016	-1.40462882115702	0.197747879463831	0.994496411708571
row57	row13	1.0247210751937	1.4043903500776	0.197816285855667	0.994496411708571
row56	row27	0.54098900856428	1.40426871143451	0.19785118635535	0.994496411708571
row16	row19	0.550745296758153	1.40418700818384	0.197874631632769	0.994496411708571
row7	row26	0.541387202583916	1.40409985144308	0.197899644500814	0.994496411708571
row10	row19	-0.798719456782773	-1.40409652862577	0.197900598161489	0.994496411708571
row17	row97	0.446506879863886	1.40394936430032	0.197942838886766	0.994496411708571
row56	row7	0.493694962965248	1.403644695221	0.198030313399962	0.994496411708571
row16	row28	0.406528969905252	1.40338750003915	0.198104183820706	0.994496411708571
row32	row5	-0.606626720349074	-1.40298499879001	0.1982198367035	0.994496411708571
row3	row67	-0.698504799562748	-1.4026295695191	0.198322013174006	0.994496411708571
row58	row86	-0.358509640648453	-1.40254759625674	0.198345584836807	0.994496411708571
row54	row9	0.406903723777691	1.4025356118281	0.198349031201033	0.994496411708571
row72	row17	0.425298364422855	1.40090253711962	0.198819144205228	0.994496411708571
row38	row22	-0.543072710893913	-1.40070668945511	0.198875588135395	0.994496411708571
row83	row36	-0.573890889352043	-1.40031691682825	0.198987963497822	0.994496411708571
row93	row20	0.714685148258749	1.39998298289659	0.199084284092058	0.994496411708571
row60	row31	0.661159635322349	1.39996857497266	0.199088440859241	0.994496411708571
row96	row69	0.291493271159832	1.39901400192764	0.199364009396236	0.994496411708571
row62	row43	0.775213725830736	1.39854401578661	0.19949980843262	0.994496411708571
row85	row82	0.560543443479317	1.39822391193098	0.199592346291633	0.994496411708571
row10	row28	-0.587833932439626	-1.39815496397358	0.199612283150736	0.994496411708571
row20	row98	-0.847099418189831	-1.39747994293657	0.199807562736872	0.994496411708571
row57	row29	-1.27724397089209	-1.39744034473172	0.19981902343664	0.994496411708571
row42	row81	0.560856911035423	1.3971974469977	0.199889336596735	0.994496411708571
row23	row18	-0.873318808464293	-1.39667774570877	0.200039850348005	0.994496411708571
row75	row13	-0.738865369286528	-1.39588078309003	0.200270855414573	0.994496411708571
row13	row18	-0.64432702646639	-1.39489627178906	0.200556543914939	0.994496411708571
row68	row5	-0.545392569995334	-1.3943904288172	0.200703469111771	0.994496411708571
row40	row65	1.0831454763168	1.39428483197475	0.200734152198778	0.994496411708571
row49	row47	-1.07030045678987	-1.39408290423914	0.200792837368224	0.994496411708571
row32	row52	0.581634846388994	1.39386747815879	0.200855461976365	0.994496411708571
row88	row47	-0.590293696063131	-1.39359360375567	0.200935102157728	0.994496411708571
row30	row64	0.792447297635173	1.39343727442032	0.200980573641738	0.994496411708571
row5	row57	-0.540291311831471	-1.39276365119636	0.201176612892806	0.994496411708571
row37	row59	0.701273696482014	1.39265794154377	0.201207391860246	0.994496411708571
row76	row45	0.383629165799404	1.39161196654895	0.201512164554072	0.994496411708571
row86	row80	0.314596727621826	1.39143770823008	0.20156297842305	0.994496411708571
row49	row19	-0.931541157292632	-1.39095878323862	0.20170269083985	0.994496411708571
row1	row57	0.539593684583448	1.39053030364271	0.201827758763159	0.994496411708571
row85	row14	0.416733320574835	1.38995947051489	0.201994482848833	0.994496411708571
row7	row21	-0.620991005091728	-1.38985788284854	0.202024166278069	0.994496411708571
row32	row50	0.563488562049229	1.38982648141109	0.20203334239605	0.994496411708571
row56	row95	-0.680182424005711	-1.3897347427611	0.202060152313811	0.994496411708571
row25	row67	0.593241317037589	1.38969221042354	0.202072583114665	0.994496411708571
